k,Name,in_iM,gene_weight,Regulator,Function,Category
59,Rv0576,False,-0.0083299106,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
31,ArgR,False,-0.0082405832,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
28,WhiB1,False,0.007921949900000001,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
61,Nucleic Acid Hydrolysis ,False,0.0076808430000000006,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
50,Unc_6,False,-0.0073718073,,Uncharacterized iModulon 6,Uncharacterized
27,Unc_2,False,-0.0064591475,,Uncharacterized iModulon 2,Uncharacterized
15,BkaR,False,-0.0061374401000000006,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
51,PhoP,False,-0.0056088588,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
3,PyrR,False,-0.005508971200000001,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
20,FasR,False,0.0054470867,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
67,Peptidoglycan Biosynthesis,False,-0.0045087202,,iModulon enriched with the Peptidoglycan biosyntehsis KEGG pathway,Central Carbon
17,VirS,False,-0.0042688471000000006,virS,Transcription factor that is activated and responds to acidic environments,Redox
44,SG_6,False,-0.0039607045,,Single Genes iModulon 6,Single Gene
57,SG_8,False,0.0037955289,,Single Gene iModulon 8,Single Gene
52,DevR-2,False,-0.0037193972000000002,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
4,WhiB4,False,0.0036673081000000002,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
48,Leucine Related,False,-0.0036590522,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
21,MprA,False,-0.0032388164,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
64,Mce1R,False,0.0031246849000000003,mce1R,Transcription factor that regulates the mce1 virulence operon,Virulence/Persistence
19,WhiB6,False,-0.0030031294,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
41,Unc_5,False,0.0029773012,,Uncharacterized iModulon 5,Uncharacterized
35,Unc_4,False,-0.0029638299,,Uncharacterized iModulon 4,Uncharacterized
8,IdeR,False,0.0028626915000000003,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related
68,Sulfur Metabolism,False,-0.0022330654,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
6,MarR,False,0.00219439,marR,Transcription factor that regulates the response to acid stress,Acid Stress
49,Rv1828/SigH,False,0.0021720905,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
37,Rv3095,False,-0.0020953697,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
43,LysG,False,0.0020395363,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
54,Unc_7,False,-0.0016784775,,Uncharacterized iModulon 7,Uncharacterized
34,MbcA+Rv3249c+Rv3066,False,-0.0015618559,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
78,Positive Regulation of Growth,False,0.0012492411000000001,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
5,DevR-1,False,-0.0011084808,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
73,SG_11,False,-0.00110812,,Single Gene iModulon 11,Single Gene
70,Lsr2,False,0.0008068593,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
71,PDIM;PGL Synthesis,False,-0.0005397338,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
10,RicR,False,-0.00046910610000000004,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
