k,Name,in_iM,gene_weight,Regulator,Function,Category
29,Blal,False,-0.0078085801,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
31,ArgR,False,-0.0077906508,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
69,Rv0135+Rv1019,False,0.0076007337,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
40,KstR2,False,-0.0075392631000000005,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
25,Rv0078+Rv2034,False,-0.0074688985000000005,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
63,SG_9,False,-0.0074234786,,Single Gene iModulon 9,Single Gene
4,WhiB4,False,-0.0071298127,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
41,Unc_5,False,-0.007112629400000001,,Uncharacterized iModulon 5,Uncharacterized
65,SG_10,False,-0.0066073505,,Single Gene iModulon 10,Single Gene
19,WhiB6,False,-0.0061362768,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
49,Rv1828/SigH,False,-0.0061143939,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
45,SigD,False,-0.005904005,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
72,Unc_8,False,-0.005580303500000001,,Uncharacterized iModulon 8,Uncharacterized
39,SigC,False,-0.005231913600000001,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
22,SG_3,False,-0.0049193873,,Single Gene iModulon 3,Single Gene
62,Rv2488c,False,0.0047356334000000005,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
26,EspL KO,False,0.0045875941,,Single Gene iModulon that captures EspL knockout,KO
20,FasR,False,-0.004398473500000001,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
54,Unc_7,False,-0.0042822655,,Uncharacterized iModulon 7,Uncharacterized
23,PrpR,False,-0.0042546803,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
42,Nicotinate Metabolism,False,0.0038702919,,iModulon enriched with the nicotinate and nicotinamide metabolism KEGG pathway,Central Carbon
71,PDIM;PGL Synthesis,False,-0.0034702166,,Manually annotated iModulon that captures genes associated with PDIM and PGL synthesis,Virulence/Persistence
55,WhiB7,False,-0.0034603601,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
47,SG_7,False,-0.0034187984,,Single Gene iModulon 7,Single Gene
12,Mycofactocin Synthesis Pathway,False,-0.0030313258,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
0,SigH,False,0.0029683826,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
46,Rv2621c,False,0.0029552799,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
3,PyrR,False,-0.0029045034000000003,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
1,Polyketide Synthase Complex,False,-0.0028583586000000003,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
17,VirS,False,-0.0028363128,virS,Transcription factor that is activated and responds to acidic environments,Redox
44,SG_6,False,-0.0026699155000000003,,Single Genes iModulon 6,Single Gene
50,Unc_6,False,0.0026653845,,Uncharacterized iModulon 6,Uncharacterized
74,SG_12,False,-0.0024013177000000003,,Single Gene iModulon 12,Single Gene
35,Unc_4,False,-0.0023418069,,Uncharacterized iModulon 4,Uncharacterized
11,EccE1 KO,False,-0.0022265915,,Single Gene iModulon that captures EccE1 knockout,KO
66,M-box,False,-0.0021686102,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
76,SG_13,False,-0.0019299821,,Single Gene iModulon 13,Single Gene
75,Unc_9,False,0.0018997536,,Uncharacterized iModulon 9,Uncharacterized
51,PhoP,False,0.0018734301,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
34,MbcA+Rv3249c+Rv3066,False,0.0017745044,mbcA and Rv3249c and Rv3066,"iModulon that maps to the intersection of the Rv1990c, Rv3249c, and Rv3066 regulons",Virulence/Persistence
10,RicR,False,-0.0016207620000000002,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
48,Leucine Related,False,0.0015247383,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
36,Fumarate Reductase,False,0.0014848367,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
33,SG_4,False,0.0014580867,,Single Gene iModulon 4,Single Gene
61,Nucleic Acid Hydrolysis ,False,0.0014563379000000001,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
60,Rv0681,False,-0.0014063598,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
14,SG_2,False,0.0013901849000000001,,Single Gene iModulon 2,Single Gene
37,Rv3095,False,0.0013782369,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
5,DevR-1,False,-0.0013379718000000001,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
6,MarR,False,0.0012072666,marR,Transcription factor that regulates the response to acid stress,Acid Stress
52,DevR-2,False,-0.0010881467000000001,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
27,Unc_2,False,0.0009955986,,Uncharacterized iModulon 2,Uncharacterized
8,IdeR,False,0.000830256,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related
2,IniR,False,0.0007797497000000001,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
24,Salicylate Induced,False,0.0006347352000000001,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
56,Fatty Acid Biosynthesis,False,-0.0004523323,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
38,SG_5,False,0.0003999993,,Single Gene iModulon 5,Single Gene
43,LysG,False,0.0001572104,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
13,SG_1,False,-0.0001438303,,Single Gene iModulon 1,Single Gene
30,HPT-2b Induced,False,-5.7365300000000005e-05,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
