k,Name,in_iM,gene_weight,Regulator,Function,Category
60,Rv0681,False,-0.006987242,Rv0681,"Transcription with previously unknown function, regulates core fatty acid response",Unknown Function
40,KstR2,False,-0.006971643600000001,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
56,Fatty Acid Biosynthesis,False,0.0066977655,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
75,Unc_9,False,-0.006508393,,Uncharacterized iModulon 9,Uncharacterized
17,VirS,False,0.0062864641,virS,Transcription factor that is activated and responds to acidic environments,Redox
13,SG_1,False,0.0060795737,,Single Gene iModulon 1,Single Gene
57,SG_8,False,-0.0060009714,,Single Gene iModulon 8,Single Gene
29,Blal,False,0.0055921931,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
44,SG_6,False,0.005260938000000001,,Single Genes iModulon 6,Single Gene
52,DevR-2,False,-0.0052096589000000006,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
53,Rv1776c+WhiB4,False,-0.0050149731,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
55,WhiB7,False,0.0049931164,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
65,SG_10,False,0.0047200739,,Single Gene iModulon 10,Single Gene
18,Unc_1,False,0.0046856011,,Uncharacterized iModulon 1,Uncharacterized
12,Mycofactocin Synthesis Pathway,False,0.0045495374,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
76,SG_13,False,0.0045008868,,Single Gene iModulon 13,Single Gene
15,BkaR,False,0.0042906679000000005,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
23,PrpR,False,0.0041783044,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
50,Unc_6,False,-0.0039997604,,Uncharacterized iModulon 6,Uncharacterized
32,Unc_3,False,-0.0034807999,,Uncharacterized iModulon 3,Uncharacterized
73,SG_11,False,-0.0034063646,,Single Gene iModulon 11,Single Gene
68,Sulfur Metabolism,False,-0.0033719983000000003,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
47,SG_7,False,-0.0031425802,,Single Gene iModulon 7,Single Gene
26,EspL KO,False,-0.0030912089,,Single Gene iModulon that captures EspL knockout,KO
62,Rv2488c,False,0.0028943126000000002,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
45,SigD,False,-0.0028353662000000003,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
11,EccE1 KO,False,0.0027763367,,Single Gene iModulon that captures EccE1 knockout,KO
38,SG_5,False,0.0027458792,,Single Gene iModulon 5,Single Gene
79,WhiB4/IdeR,False,-0.0026583651000000002,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
10,RicR,False,0.0026077640000000003,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
6,MarR,False,0.0024787172,marR,Transcription factor that regulates the response to acid stress,Acid Stress
63,SG_9,False,0.0024142474,,Single Gene iModulon 9,Single Gene
28,WhiB1,False,-0.0023551768,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
43,LysG,False,0.0023461553,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
48,Leucine Related,False,0.0023088813,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
22,SG_3,False,-0.0022040526,,Single Gene iModulon 3,Single Gene
4,WhiB4,False,0.0020711243000000002,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
16,Mce3R,False,0.0018488245000000002,mce3R,Transcription factor that regulates the mce3 virulence operon,Virulence/Persistence
19,WhiB6,False,-0.0016718687,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
59,Rv0576,False,0.0015578684000000001,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
69,Rv0135+Rv1019,False,0.0015131749,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
2,IniR,False,0.0012746082,iniR,Transcription factor that regulates the expression of the ini operon (iniBAC),Antibiotic
24,Salicylate Induced,False,-0.0012511472,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
5,DevR-1,False,0.0010528002,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
9,SigK,False,-0.00047663260000000004,sigK,Sigma Factor involved in the production of antigenic proteins,Unknown Function
74,SG_12,False,-0.00011965250000000001,,Single Gene iModulon 12,Single Gene
1,Polyketide Synthase Complex,False,-4.94981e-05,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
