k,Name,in_iM,gene_weight,Regulator,Function,Category
27,Unc_2,False,-0.0021319399,,Uncharacterized iModulon 2,Uncharacterized
25,Rv0078+Rv2034,False,-0.0020786267,Rv0078 and Rv2034,iModulon that maps to the intersection of the Rv0078 and Rv2034 regulon,Antibiotic
20,FasR,False,0.0020117784000000002,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
73,SG_11,False,0.0020032446,,Single Gene iModulon 11,Single Gene
28,WhiB1,False,-0.0019406248,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
40,KstR2,False,-0.0014980680000000002,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
4,WhiB4,False,0.0010900115,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
5,DevR-1,False,-0.0010484276,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
0,SigH,False,-0.0009819448,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
41,Unc_5,False,0.0009012803000000001,,Uncharacterized iModulon 5,Uncharacterized
13,SG_1,False,0.0007458969,,Single Gene iModulon 1,Single Gene
61,Nucleic Acid Hydrolysis ,False,-0.0007165914000000001,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
76,SG_13,False,-0.0005529283,,Single Gene iModulon 13,Single Gene
45,SigD,False,-0.00043803,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
14,SG_2,False,-0.0004100325,,Single Gene iModulon 2,Single Gene
31,ArgR,False,-0.0002647802,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
58,Zur,False,0.0002645815,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
