k,Name,in_iM,gene_weight,Regulator,Function,Category
30,HPT-2b Induced,False,-0.0023247207,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
28,WhiB1,False,-0.0023228578,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
43,LysG,False,-0.0017738227,lsyG,Transcription factor that controls the expression of LysE and requires lysine or histidine for activation ,Amino Acids
66,M-box,False,-0.0016989856,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
63,SG_9,False,0.0013545447,,Single Gene iModulon 9,Single Gene
78,Positive Regulation of Growth,False,0.0013394613,,iModulon enriched with the Positive Regulation of Growth Gene Ontology term,Growth
3,PyrR,False,0.001278342,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
46,Rv2621c,False,-0.0011615451,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
61,Nucleic Acid Hydrolysis ,False,-0.001151859,,iModulon enriched with the Nucleic Acid Hydrolysis KEGG pathway,Nucleic Acids
32,Unc_3,False,-0.0008818939,,Uncharacterized iModulon 3,Uncharacterized
77,Central Carbon Metabolism,False,-0.0008062268,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
0,SigH,False,0.0007824364,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
58,Zur,False,-0.0007448908000000001,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
55,WhiB7,False,-0.0007323381000000001,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
27,Unc_2,False,-0.0005962715000000001,,Uncharacterized iModulon 2,Uncharacterized
35,Unc_4,False,-0.00015413350000000002,,Uncharacterized iModulon 4,Uncharacterized
11,EccE1 KO,False,-7.77116e-05,,Single Gene iModulon that captures EccE1 knockout,KO
50,Unc_6,False,6.512090000000001e-05,,Uncharacterized iModulon 6,Uncharacterized
53,Rv1776c+WhiB4,False,4.83316e-05,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
37,Rv3095,False,-3.89673e-05,Rv3095,iModulon labeled with predicted regulon with unknown function,Unknown Function
70,Lsr2,False,2.04918e-05,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
