k,Name,in_iM,gene_weight,Regulator,Function,Category
39,SigC,False,0.0088358045,sigC,Sigma Factor that plays a role in organism virulence and lethality,Virulence/Persistence
20,FasR,False,0.0087586365,fasR,Transcription factor that controls the expression of fatty acid metabolism genes,Fatty Acid/Cholestrol
65,SG_10,False,0.007849778600000001,,Single Gene iModulon 10,Single Gene
30,HPT-2b Induced,False,-0.0078281728,,iModulon regulates many genes that are activated by HPT-2b (1-hydroxy-5-R-pyridine-2(1H)-thiones),Metal Related
79,WhiB4/IdeR,False,0.007364458900000001,whiB4 or ideR,iModulon that maps to the union of the Rv3681c and Rv2711 regulons,Redox
49,Rv1828/SigH,False,-0.0069412678,Rv1828 or sigH,iModulon that maps to the union of the Rv1828 and Rv3223c regulons,Redox
52,DevR-2,False,-0.0067844666000000005,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
6,MarR,False,-0.0066481555,marR,Transcription factor that regulates the response to acid stress,Acid Stress
41,Unc_5,False,-0.0065876303,,Uncharacterized iModulon 5,Uncharacterized
44,SG_6,False,-0.006417608700000001,,Single Genes iModulon 6,Single Gene
14,SG_2,False,-0.0060670246,,Single Gene iModulon 2,Single Gene
51,PhoP,False,-0.0060556428,phoP,"Transcription factor that controls response to redox/acid stress, hypoxia, and virulence",Virulence/Persistence
28,WhiB1,False,-0.0059966811,whiB1,"Transcription repressor that is redox responsive, found to be nitric oxide sensitive",Redox
74,SG_12,False,0.0059225112,,Single Gene iModulon 12,Single Gene
24,Salicylate Induced,False,-0.0056297202000000005,,Manually annotated iModulon where genes were found to change expression when exposed to salicylate,Metal Related
59,Rv0576,False,0.005616117,Rv0576,Possible ArsR family transcription factor that regulates genes related to virulence,Virulence/Persistence
10,RicR,False,0.0056113579,ricR,Copper responsive transcription factor that regulates metal metabolism genes,Metal Related
53,Rv1776c+WhiB4,False,-0.0055676422,Rv1776c and whiB4 ,iModulon that maps to the intersection of the Rv1776c and Rv3681c regulon,Redox
40,KstR2,False,-0.0052452784,kstR2,Transcription factor that regulates a small regulon related to cholesterol utilization,Fatty Acid/Cholestrol
35,Unc_4,False,0.0046492598000000005,,Uncharacterized iModulon 4,Uncharacterized
0,SigH,False,0.0045244833,sigH,Sigma Factor involved in heat shock and oxidative stress response,Virulence/Persistence
4,WhiB4,False,-0.0045198712,whiB4,Redox-Responsive transcription regulator that regulates protection response during infection,Redox
1,Polyketide Synthase Complex,False,0.0044240243,,KEGG Map related to the synthesis of type II polyketide backbone ,Fatty Acid/Cholestrol
31,ArgR,False,0.0043939555,argR,Transcription factor that regulates the L-arginine biosynthesis pathways,Amino Acids
22,SG_3,False,-0.0039396004,,Single Gene iModulon 3,Single Gene
21,MprA,False,-0.0036041313,mprA,Transcription factor that regulates multiple stress responsive genes,Virulence/Persistence
46,Rv2621c,False,0.0034880851,Rv2621c,iModulon labeled with predicted regulon with unknown function,Unknown Function
73,SG_11,False,0.0034114581,,Single Gene iModulon 11,Single Gene
75,Unc_9,False,0.0031802055,,Uncharacterized iModulon 9,Uncharacterized
11,EccE1 KO,False,0.0031742246,,Single Gene iModulon that captures EccE1 knockout,KO
58,Zur,False,-0.0031490674000000003,zur,Transcription factor that is activated by and regulates the metabolism of zinc,Metal Related
15,BkaR,False,0.0029933132,bkaR,Transcription factor that regulates genes related to branched-chain keto-acid metabolism,Central Carbon
66,M-box,False,0.0029820495000000002,,Magnesium activated non-coding sRNA that regulates the function of genes associated with metal metabolism and virulence,Metal Related
69,Rv0135+Rv1019,False,0.0028483188,Rv0135c and Rv1019,iModulon that maps to the intersection of the Rv0135c and Rv1019 regulons,Nucleic Acids
8,IdeR,False,0.0028213629000000003,ideR,Metal-Dependent DNA-Binding protein that controls genes related to iron metabolism,Metal Related
50,Unc_6,False,0.0027425477,,Uncharacterized iModulon 6,Uncharacterized
45,SigD,False,-0.0026988643,sigD,Sigma Factor that governs the expression of ribosomal genes and plays a role in virulence,Virulence/Persistence
47,SG_7,False,0.0026224893,,Single Gene iModulon 7,Single Gene
29,Blal,False,-0.0025987761,blaI,"Transcription regulator that regulates genes associated with antibiotic transport, detoxification, and cell wall function",Antibiotic
13,SG_1,False,0.0025976785,,Single Gene iModulon 1,Single Gene
72,Unc_8,False,0.002500122,,Uncharacterized iModulon 8,Uncharacterized
17,VirS,False,-0.0024946947000000002,virS,Transcription factor that is activated and responds to acidic environments,Redox
68,Sulfur Metabolism,False,0.0024065787,,Kegg Map that displays the transport and metabolism of sulfur,Sulfur Metabolism
56,Fatty Acid Biosynthesis,False,-0.0023080219000000003,trcR and Rv1776c and whiB4 ,"iModulon that maps to the intersection of the Rv1033c, Rv1776c, and Rv3681c regulons",Fatty Acid/Cholestrol
62,Rv2488c,False,-0.0020438264,Rv2488c,LuxR family transcription factor that regulates genes associated with virulence,Virulence/Persistence
12,Mycofactocin Synthesis Pathway,False,-0.0019964999,,Manually annotated iModulon that captures multiple genes associated with mycofactocin metabolism,Fatty Acid/Cholestrol
19,WhiB6,False,-0.0019575478,whiB6,Transcription factor that regulates ESX-1 system membrane transport proteins,Redox
26,EspL KO,False,-0.0018705912,,Single Gene iModulon that captures EspL knockout,KO
23,PrpR,False,0.0018562140000000001,prpR,Transcription factor that is involved in catabolism of short chain fatty acids via gloxylate and methylcitrate cycle,Central Carbon
7,GroEL-GroES Complex,False,0.0018150007,,Gene Ontology Term specific to the bacterial chaperonin complex,Amino Acids
18,Unc_1,False,0.0017929402,,Uncharacterized iModulon 1,Uncharacterized
36,Fumarate Reductase,False,-0.0014234638,,iModulon enriched with the Fumarate Reductase Gene Ontology term,Central Carbon
54,Unc_7,False,-0.0013155403000000001,,Uncharacterized iModulon 7,Uncharacterized
3,PyrR,False,-0.0010555915,pyrR,Transcription factor that regulates the expression of pyrimidine nucleotide operons,Nucleic Acids
48,Leucine Related,False,-0.0009122929000000001,,Manually annotated iModulon with gene related to leucine metabolism,Amino Acids
27,Unc_2,False,0.0007020622,,Uncharacterized iModulon 2,Uncharacterized
55,WhiB7,False,-0.0006012836,whiB7,Transcription factor that connects systems for redox homeostasis and antibiotic resistance,Antibiotic
70,Lsr2,False,0.0005008836,lsr2,Sequence independent transcription factor that controls a wide variety of genes,Antibiotic
77,Central Carbon Metabolism,False,-0.0001808631,,iModulon enriched with the Central Carbon Metabolism KEGG pathway,Central Carbon
5,DevR-1,False,2.89133e-05,devR,Transcription factor that is one of the primary regulators of hypoxia onset response,Redox
